CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,
"8066","SOCL 480","2","WI:Research Methods and Design","3","  WI","Lec","TR","1100-1215","LUTR 157","Harris, J","0","Closed",
"8067","SOCL 491","1","Practicum in Sociology","3","","Pra","","","ARR ","Harris, J","0","Closed",
"8072","SOWK 201","1","Intro to Soc Work &amp; Soc Welf","3","","Lec","TR","1330-1445","MCM 114","Valutis, S","0","Closed",
"8073","SOWK 211","1","Human Behavior II","3","  AIII","Lec","TR","1100-1215","MCM 101","Valutis, S","22","Open",
"8074","SOWK 217","1","Diversity/Cultural Competence","3","","Lec","TR","0800-0915","LUTR 170","Gautam, R","16","Open",
"8075","SOWK 302","1","Social Work Practice II","3","","Lec","TR","1330-1445","MCM 262","Russett, J","14","Open",
"8076","SOWK 366","1","Social Policy Analysis","3","","Lec","TR","0800-0915","MCM 164","Griffiths, D","13","Open",
"8077","SOWK 393","W1","WI: Methds of Soc Work Resrch","3","  AIIF  WI","Lec","TR","0930-1045","MCM 164","Griffiths, D","11","Open",
"8078","SOWK 402","1","Field Instruction II","6","","Lec","M","1200-1350","MCM 300B","Griffiths, D","0","Closed",
"8079","SOWK 402","2","Field Instruction II","6","","Lec","W","1200-1350","MCM 300B","Griffiths, D","0","Closed",
"8080","SOWK 402","3","Field Instruction II","6","","Lec","W","1200-1350","ARR ","Russett, J","0","Closed",
"8081","SOWK 498","1","Senior Seminar in Social Work","3","","Lec","W","1800-2045","FORBES 2070C","Valutis, S","8","Open",
"7276","SPAN 102","1","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 307","Shaw, S","0","Closed",
"7277","SPAN 102","2","Beginning Spanish II","3","","Lec","MWF","0800-0850","MCM 364","Varo Varo, A","4","Open",
"7278","SPAN 102","3","Beginning Spanish II","3","","Lec","MWF","0900-0950","TRIB 208","Varo Varo, A","0","Closed",
"7279","SPAN 102","4","Beginning Spanish II","3","","Lec","MWF","1200-1250","TRIB 208","Varo Varo, A","0","Closed",
"7280","SPAN 102","5","Beginning Spanish II","3","","Lec","TR","0800-0915","MCM 314","Shaw, S","0","Closed",
"7281","SPAN 200","1","Eff Comm in Spanish","3","  LLF","Lec","MWF","1000-1050","MCM 364","Deller, C","0","Closed",
"7290","SPAN 200","10","Eff Comm in Spanish","3","  LLF","Lec","MW","1600-1715","MCM 357","Martin, M","0","Closed",
"7291","SPAN 200","11","Eff Comm in Spanish","3","  LLF","Lec","MW","1800-1915","MCM 357","Martin, M","0","Closed",
"7292","SPAN 200","12","Eff Comm in Spanish","3","  LLF","Lec","MW","1800-1915","MCM 364","Lontor, P","0","Closed",
"7293","SPAN 200","13","Eff Comm in Spanish","3","  LLF","Lec","MW","1930-2045","MCM 364","Martin, M","0","Closed",
"7294","SPAN 200","14","Eff Comm in Spanish","3","  LLF","Lec","TR","0800-0915","MCM 357","Caballero, S","0","Closed",
"7295","SPAN 200","15","Eff Comm in Spanish","3","  LLF","Lec","TR","0930-1045","MCM 316","Miller, E","0","Closed",
"7296","SPAN 200","16","Eff Comm in Spanish","3","  LLF","Lec","TR","1100-1215","MCM 314","Gordon, R","0","Closed",
"7297","SPAN 200","17","Eff Comm in Spanish","3","  LLF","Lec","TR","1100-1215","MCM 316","Miller, E","0","Closed",
"7298","SPAN 200","18","Eff Comm in Spanish","3","  LLF","Lec","TR","1330-1445","MCM 357","Gordon, R","0","Closed",
"7299","SPAN 200","19","Eff Comm in Spanish","3","  LLF","Lec","TR","1330-1445","MCM 364","Caballero, S","0","Closed",
"7282","SPAN 200","2","Eff Comm in Spanish","3","  LLF","Lec","MW","1930-2045","MCM 366","Lontor, P","0","Closed",
"7300","SPAN 200","20","Eff Comm in Spanish","3","  LLF","Lec","TR","1800-1915","MCM 364","Lontor, P","0","Closed",
"7283","SPAN 200","3","Eff Comm in Spanish","3","  LLF","Lec","MWF","1100-1150","MCM 364","Deller, C","0","Closed",
"7284","SPAN 200","4","Eff Comm in Spanish","3","  LLF","Lec","TR","1630-1745","MCM 316","Morales-Diaz, M","0","Closed",
"7285","SPAN 200","5","Eff Comm in Spanish","3","  LLF","Lec","TR","1800-1915","MCM 316","Morales-Diaz, M","0","Closed",
"7286","SPAN 200","6","Eff Comm in Spanish","3","  LLF","Lec","MWF","1200-1250","MCM 310","Velardi, D","0","Closed",
"7287","SPAN 200","7","Eff Comm in Spanish","3","  LLF","Lec","MWF","1300-1350","MCM 360","Deller, C","0","Closed",
"7288","SPAN 200","8","Eff Comm in Spanish","3","  LLF","Lec","MWF","1500-1550","MCM 364","Jelambi, G","0","Closed",
"7289","SPAN 200","9","Eff Comm in Spanish","3","  LLF","Lec","MWF","1600-1650","MCM 364","Jelambi, G","0","Closed",
"7301","SPAN 201","1","Intermediate Spanish I","3","  LLF","Lec","MWF","0900-0950","MCM 316","Edery, I","3","Open",
"7302","SPAN 202","1","Intermediate Spanish II","3","  LLF","Lec","MWF","0900-0950","MCM 362","Valdez, E","0","Closed",
"7303","SPAN 202","2","Intermediate Spanish II","3","  LLF","Lec","MWF","1000-1050","MCM 316","Edery, I","0","Closed",
"7304","SPAN 202","3","Intermediate Spanish II","3","  LLF","Lec","MWF","1200-1250","MCM 112","Edery, I","0","Closed",
"7305","SPAN 202","4","Intermediate Spanish II","3","  LLF","Lec","MWF","1300-1350","MCM 112","Edery, I","1","Open",
"7306","SPAN 301","1","Grammar and Composition","3","  LLF","Lec","TR","1330-1445","MCM 366","Lynam, J","8","Open",
"7308","SPAN 302","1","Adv Spanish Conversation","3","  LLF","Lec","MWF","1100-1150","MCM 112","Valdez, E","1","Open",
"7309","SPAN 302","2","Adv Spanish Conversation","3","  LLF","Lec","MWF","1400-1450","MCM 357","Valdez, E","2","Open",
"7310","SPAN 302","3","Adv Spanish Conversation","3","  LLF","Lec","MWF","1500-1550","MCM 357","Valdez, E","8","Open",
"7315","SPAN 303","W1","WI:Adv Grammar and Composition","3","  LLF  WI","Lec","TR","0930-1045","MCM 110","Gordon, R","2","Open",
"7311","SPAN 314","1","Business Spanish","3","  LLF","Lec","MWF","0900-0950","MCM 110","Velardi, D","3","Open",
"7312","SPAN 314","2","Business Spanish","3","  LLF","Lec","MWF","1000-1050","MCM 110","Velardi, D","0","Closed",
"7313","SPAN 354","1","Introductn-Spanish Literature","3","  AIWT  LLF","Lec","MWF","1500-1550","MCM 307","Varo Varo, A","0","Closed",
"7314","SPAN 471","1","Hispanic Visual Culture &amp; Arts","3","  AICE  LLF","Lec","TR","1500-1615","MCM 112","Miller, E","5","Open",
"8092","TCHG 510","1","Internship","8","","Int","MTWRF","0800-1550","ARR ","Bauer, M","8","Open",
"8101","TCHG 510","10","Internship","8","","Int","MTWRF","0800-1550","ARR ","Short, C","8","Open",
"8102","TCHG 510","11","Internship","8","","Int","MTWRF","0800-1550","ARR ","Staff","9","Open",
"8103","TCHG 510","12","Internship","8","","Int","MTWRF","0800-1550","ARR ","Pantelides, J","11","Open",
"8104","TCHG 510","13","Internship","8","","Int","MTWRF","0800-1550","ARR ","Powell, L","1","Open",
"8105","TCHG 510","14","Internship","8","","Int","MTWRF","0800-1550","ARR ","Ankney, K","8","Open",
"8106","TCHG 510","15","Internship","8","","Int","MTWRF","0800-1550","ARR ","Graef, M","8","Open",
"8107","TCHG 510","16","Internship","8","","Int","MTWRF","0800-1550","ARR ","Perry, M","9","Open",
"8108","TCHG 510","17","Internship","8","","Int","MTWRF","0800-1550","ARR ","Steckroth, J","8","Open",
"8109","TCHG 510","18","Internship","8","","Int","MTWRF","0800-1550","ARR ","Timmer, D","8","Open",
"8110","TCHG 510","19","Internship","8","","Int","MTWRF","0800-1550","ARR ","Walker, J","6","Open",
"8093","TCHG 510","2","Internship","8","","Int","MTWRF","0800-1550","ARR ","Carter, R","4","Open",
"8111","TCHG 510","20","Internship","8","","Int","MTWRF","0800-1550","ARR ","Winter, L","9","Open",
"8112","TCHG 510","21","Internship","8","","Int","MTWRF","0800-1550","ARR ","Wright, M","11","Open",
"8095","TCHG 510","4","Internship","8","","Int","MTWRF","0800-1550","ARR ","Filetti, J","11","Open",
"8097","TCHG 510","6","Internship","8","","Int","MTWRF","0800-1550","ARR ","Grau, M","10","Open",
"8098","TCHG 510","7","Internship","8","","Int","MTWRF","0800-1550","ARR ","Hawkins, M","8","Open",
"8099","TCHG 510","8","Internship","8","","Int","MTWRF","0800-1550","ARR ","Hutchinson, M","7","Open",
"8100","TCHG 510","9","Internship","8","","Int","MTWRF","0800-1550","ARR ","Kohr, R","6","Open",
"8115","TCHG 511","3","Internship I","4","","Int","MTWRF","0800-1550","ARR ","Winter, L","2","Open",
"8116","TCHG 511","4","Internship I","4","","Int","MTWRF","0800-1550","ARR ","Pantelides, J","3","Open",
"8129","TCHG 580","1","Technology for Teachers","1","","Lec","TR","1630-1900","ARR ","Bridge, L","1","Open",
"8130","TCHG 580","2","Technology for Teachers","1","","Lec","T","1630-1900","ARR ","Bridge, L","7","Open",
"8131","TCHG 580","3","Technology for Teachers","1","","Lec","TR","1630-1900","ARR ","Elgert, E","1","Open",
"8132","TCHG 580","4","Technology for Teachers","1","","Lec","R","1630-1900","ARR ","Elgert, E","6","Open",
"7052","THEA 130","1","Private Voice","1 - 2","","Lec","","","ARR ","Staff","0","Closed",
"7053","THEA 130","2","Private Voice","1 - 2","","Lec","","","ARR ","Staff","0","Closed",
"7054","THEA 130","3","Private Voice","1 - 2","","Lec","","","ARR ","Staff","0","Closed",
"7055","THEA 200L","1","Arts Administration Practicum","1","","Pra","W","1500-1550","FERG 223","Godwin, L","1","Open",
"7056","THEA 210","1","The Dramatic Impulse","3","  AICE","Lec","MWF","0900-0950","FERG 220","Staff","6","Open",
"7057","THEA 210","2","The Dramatic Impulse","3","  AICE","Lec","MWF","1000-1050","FERG 220","Godwin, L","0","Closed",
"7058","THEA 230","1","Pract Act:Brdway to Boardroom","3","  AICE","Lec","MW","1430-1545","FERG T107","Insley, A","0","Closed",
"7059","THEA 230","2","Pract Act:Brdway to Boardroom","3","  AICE","Lec","MW","1600-1715","FERG T107","Insley, A","0","Closed",
"7061","THEA 232","2","Acting I","3","","Lec","MW","1100-1215","FERG T107","Lloyd, G","0","Closed",
"7062","THEA 250","1","Scene Design and Technology","3","  AICE","Lec","MW","1100-1215","FERG 223","Marshall, D","7","Open",
"7063","THEA 250L","1","Backstage Practicum","1","","Lab","MTWRFS","1900-2100","ARR ","Sweet, T","6","Open",
"7064","THEA 250L","2","Backstage Practicum","1","","Lab","MTWRFS","1900-2100","ARR ","Sweet, T","25","Open",
"7065","THEA 252","1","Costume Design and Technology","3","","Lec","MW","1100-1215","FERG 222","Jaremski, K","0","Closed",
"7067","THEA 311","1","Theater History II","3","","Lec","MWF","1200-1250","MCM 210","Godwin, L","20","Open",
"7068","THEA 346","1","History of Musical Theater","3","","Lec","TR","1330-1445","FERG 220","Hillow, G","0","Closed",
"7069","THEA 352","1","Art, Clothing and Society","3","  AICE","Lec","MW","0930-1045","FERG 222","Jaremski, K","7","Open",
"7070","THEA 356","1","Lighting Design","3","","Lec","MW","0930-1045","FERG 223","Marshall, D","16","Open",
"7071","THEA 361","W1","WI: Bdway To Hollywd and Back","3","  WI","Lec","TR","1500-1615","FERG 220","Hillow, G","0","Closed",
"7072","THEA 380","1","Production","0 - 3","","Lec","MTWRF","1900-2300","ARR ","Iorio, J","0","Closed",
"7073","THEA 380","2","Production","0 - 3","","Lec","MTWRF","1900-2300","ARR ","Lloyd, L","0","Closed",
"7074","THEA 381","1","Production in Dance","0 - 2","","Lab","MTWRF","1900-2300","ARR ","Mazzocca, A","0","Closed",
"8239","THEA 395","1","SP TPC: Props! Props! Props!","3","","Lec","TR","1100-1215","FERG 223","Sweet, T","8","Open",
"7075","THEA 430","1","Acting III","3","","Lec","TR","1500-1615","FERG T107","Iorio, J","0","Closed",
"7076","THEA 432","1","The Actor&#39;s Voice II","3","","Lec","TR","1100-1215","FERG T107","Iorio, J","0","Closed",
"8212","THEA 438","1","A Call to Arms","3","","Lec","TR","0930-1045","FERG T107","Lloyd, G","7","Open",
"7077","THEA 451","1","Stage Management","3","","Lec","TR","0930-1045","FERG 223","Sweet, T","10","Open",
"7078","THEA 491","1","Theater Practicum","1 - 3","","Pra","","","ARR ","Hillow, G","0","Closed",
"7079","THEA 492","1","Arts Admin Internship","3","","Int","","","ARR ","Godwin, L","0","Closed",
"7080","THEA 498","1","Thesis Project","3","","Ind","","","ARR ","Sweet, T","15","Open",
"8298","TRMB 234","1","Applied Music: Trombone","2","","Lab","","","ARR ","Martell, R","0","Closed",
"8299","TRMB 432","1","Applied Music: Trombone","1","","Lab","","","ARR ","Martell, R","0","Closed",
"8321","TRPT 131","1","Applied Music: Trumpet","1","","Lab","","","ARR ","Rossum, K","0","Closed",
"8300","TRPT 434","1","Applied Music: Trumpet","2","","Lab","","","ARR ","Rossum, K","0","Closed",
"8322","TUBA 234","1","Applied Music: Tuba","2","","Lab","","","ARR ","Martell, R","0","Closed",
"8301","TUBA 334","1","Applied Music: Tuba","2","","Lab","","","ARR ","Martell, R","0","Closed",
"8302","VIOL 234","1","Applied Music: Violin","2","","Lab","","","ARR ","Zhang, Y","0","Closed",
"8303","VIOL 334","1","Applied Music: Violin","2","","Lab","","","ARR ","Zhang, Y","0","Closed",
"8323","VOIC 131","1","Applied Music: Voice","1","","Lab","","","ARR ","Mooney, C","0","Closed",
"8304","VOIC 132","1","Applied Music: Voice","1","","Lab","","","ARR ","Fowler, L","0","Closed",
"8305","VOIC 132","2","Applied Music: Voice","1","","Lab","","","ARR ","Mooney, C","0","Closed",
"8306","VOIC 134","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, R","0","Closed",
"8307","VOIC 134","2","Applied Music: Voice","2","","Lab","","","ARR ","Mooney, C","0","Closed",
"8308","VOIC 232","1","Applied Music: Voice","1","","Lab","","","ARR ","Mooney, C","0","Closed",
"8309","VOIC 234","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, R","0","Closed",
"8310","VOIC 332","1","Applied Music: Voice","1","","Lab","","","ARR ","Mooney, C","0","Closed",
"8311","VOIC 334","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, R","0","Closed",
"8312","VOIC 334","2","Applied Music: Voice","2","","Lab","","","ARR ","Mooney, C","0","Closed",
"8313","VOIC 432","1","Applied Music: Voice","1","","Lab","","","ARR ","Holland, R","0","Closed",
"8314","VOIC 432","2","Applied Music: Voice","1","","Lab","","","ARR ","Mooney, C","0","Closed",
"8315","VOIC 434","1","Applied Music: Voice","2","","Lab","","","ARR ","Holland, R","0","Closed",
"8324","VOIC 532","1","Applied Music: Voice","1","","Lab","","","ARR ","Mooney, C","0","Closed",
"8316","VOLA 132","1","Applied Music: Viola","1","","Lab","","","ARR ","Rickenbacker, S","0","Closed",
