CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,
"7147","ENGL 223","2","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1400-1450","MCM 207","Bunch, I","1","Open",
"7165","ENGL 223","20","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","0900-0950","MCM 257","Rose, A","3","Open",
"7166","ENGL 223","21","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1000-1050","MCM 257","Rose, A","11","Open",
"7167","ENGL 223","22","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","",""," ","","0","Closed",
"7168","ENGL 223","23","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1500-1615","MCM 257","Shortsleeve, K","4","Open",
"8214","ENGL 223","25","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MW","1600-1715","MCM 260","Eng, J","1","Open",
"7148","ENGL 223","3","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","0930-1045","MCM 314","Carney, J","2","Open",
"7151","ENGL 223","5","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1100-1215","MCM 257","Cornette Jr, J","0","Closed",
"7153","ENGL 223","7","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1100-1150","MCM 257","Dorsty, G","7","Open",
"7154","ENGL 223","8","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1200-1250","MCM 257","Dorsty, G","12","Open",
"7169","ENGL 308","W1","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1100-1150","MCM 307","Pollard, S","0","Closed",
"7170","ENGL 308","W2","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1200-1250","MCM 160","Marinova, M","2","Open",
"7171","ENGL 309","W1","WI: Creative Nonfiction","3","  WI","Lec","TR","1330-1445","MCM 307","Emmelhainz, N","0","Closed",
"7172","ENGL 309","W2","WI: Creative Nonfiction","3","  WI","Lec","TR","1500-1615","MCM 307","Emmelhainz, N","0","Closed",
"7173","ENGL 310","1","Introduction to Linguistics","3","  AIIF","Lec","TR","1100-1215","MCM 160","Wheeler, R","0","Closed",
"7174","ENGL 315","1","Adolescent Literature","3","  AIII","Lec","TR","1630-1745","MCM 160","Sprague, M","0","Closed",
"7175","ENGL 316","1","Children&#39;s Literature","3","  AIII","Lec","MW","1600-1715","MCM 160","Keeling, K","0","Closed",
"8216","ENGL 316","2","Children&#39;s Literature","3","  AIII","Lec","MW","1800-1915","MCM 314","Keeling, K","0","Closed",
"8193","ENGL 339","W1","WI:Tutoring in the Writing Ctr","3","  WI","Lec","MW","1800-1915","MCM 307","Wright, M","0","Closed",
"7176","ENGL 341","1","The Invasion of America","3","","Lec","TR","1100-1215","MCM 212","Rosenberg, R","1","Open",
"7177","ENGL 350","W1","WI: Writing-Digital Humanities","3","  WI","Lec","TR","1330-1445","MCM 207","Hoag, T","0","Closed",
"7178","ENGL 351","W2","WI: Fiction Writing","3","  WI","Lec","TR","1630-1745","MCM 216","Rodden, D","0","Closed",
"7179","ENGL 353","W1","WI: Writing for the Profession","3","  WI","Lec","MWF","0900-0950","MCM 307","Barclay, R","0","Closed",
"7180","ENGL 353","W2","WI: Writing for the Profession","3","  WI","Lec","MWF","1100-1150","MCM 110","Hoag, T","0","Closed",
"7181","ENGL 353","W3","WI: Writing for the Profession","3","  WI","Lec","MWF","1200-1250","MCM 207","Barclay, R","1","Open",
"7182","ENGL 353","W4","WI: Writing for the Profession","3","  WI","Lec","TR","0930-1045","MCM 307","Emmelhainz, N","0","Closed",
"8261","ENGL 353","W5","WI: Writing for the Profession","3","  WI","Lec","MWF","1100-1150","MCM 366","Filetti, J","0","Closed",
"7183","ENGL 356","W1","WI: Film, Theory &amp; Culture","3","  WI","Lec","TR","1100-1215","MCM 207","Nichols, J","0","Closed",
"7184","ENGL 365","W1","WI:Playwriting","3","  WI","Lec","MW","1600-1715","MCM 212","Rodden, D","1","Open",
"7185","ENGL 365","W2","WI:Playwriting","3","  WI","Lec","TR","1500-1615","MCM 216","Rodden, D","0","Closed",
"7186","ENGL 374","1","Romanticisms &amp; Realisms","3","","Lec","TR","1500-1615","MCM 160","Keeling, K","0","Closed",
"7187","ENGL 385","1","American Film","3","","Lec","M","1800-2045","MCM 164","Nichols, J","0","Closed",
"7188","ENGL 393","1","Environmental Imaginings","3","","Lec","TR","0930-1045","MCM 160","Rose, A","23","Open",
"7189","ENGL 395","1","Special Topics","3","","Lec","MWF","1300-1350","MCM 160","Marinova, M","16","Open",
"7192","ENGL 423","1","Major Authors: Toni Morrison","3","","Lec","MWF","1300-1350","MCM 162","Hopkins, P","0","Closed",
"7193","ENGL 429","1","East-West Literary Relations","3","","Lec","MWF","1000-1050","MCM 160","Marinova, M","1","Open",
"7194","ENGL 430","1","The Structure of English","3","  AIIF","Lec","TR","1330-1445","MCM 160","Wheeler, R","0","Closed",
"8179","ENGL 450","1","Adv Creative Writing Workshop","3","","Lec","MW","1800-1915","MCM 212","Rodden, D","2","Open",
"7195","ENGL 452","W1","WI: Writing for Children","3","  WI","Lec","TR","1100-1215","MCM 307","Shortsleeve, K","0","Closed",
"7196","ENGL 454","W1","WI:  Writ for Civic Engagement","3","  WI","Lec","MW","1600-1715","MCM 257","Rosenberg, R","0","Closed",
"8257","ENGL 454","W2","WI:  Writ for Civic Engagement","3","  WI","Lec","TR","1500-1615","MCM 162","Rosenberg, R","2","Open",
"7197","ENGL 462","1","Comunty Strytlng &amp; Doc Studies","3","","Lec","TR","1630-1745","MCM 162","Lee, T","19","Open",
"7198","ENGL 490","W1","WI: Senior Seminar","3","  WI","Lec","MWF","0900-0950","MCM 160","Pollard, S","2","Open",
"7199","ENGL 490","W2","WI: Senior Seminar","3","  WI","Lec","MW","1600-1715","MCM 307","Wright, M","4","Open",
"8224","ENGL 491","1","Internship in Writing","3","","Int","","","ARR ","Filetti, J","0","Closed",
"8225","ENGL 491","2","Internship in Writing","3","","Int","","","ARR ","Rosenberg, R","0","Closed",
"8226","ENGL 491","3","Internship in Writing","3","","Int","","","ARR ","Lee, T","0","Closed",
"8243","ENGL 499","1","IND ST: Practicum in ESL","1 - 3","","Ind","","","ARR ","Sprague, M","0","Closed",
"7924","ENGR 212","1","Electronics","3","","Lec","MWF","0900-0950","LUTR 347","Backens, J","7","Open",
"7925","ENGR 212L","1","Electronics Laboratory","1","","Lab","T","1800-2045","LUTR 206","Backens, J","4","Open",
"8213","ENGR 212L","2","Electronics Laboratory","1","","Lab","R","1800-2045","LUTR 206","Perkins, K","6","Open",
"7926","ENGR 213","1","Discrete Structures-Comp Appl","3","","Lec","TR","1100-1215","FORBES 2074","Backens, J","6","Open",
"7927","ENGR 213","2","Discrete Structures-Comp Appl","3","","Lec","TR","1630-1745","LUTR 170","Johnson, M","0","Closed",
"7533","ENVS 505","1","Technical &amp; Scientific Writing","3","","Lec","M","1800-2020","FORBES 1033","Webb, L","8","Open",
"7534","ENVS 525","1","Environmental Regulations","3","","Lec","R","1800-2050","FORBES 1033","Burke, R","14","Open",
"8221","ENVS 540","1","Environmental Microbiology","4","","Lec","MWF","1100-1150","MCM 260","Knies, J","7","Open",
"8222","ENVS 540L","1","Environmental Microbiology Lab","0","","Lab","R","1330-1720","FORBES 1015","Knies, J","3","Open",
"8223","ENVS 540L","2","Environmental Microbiology Lab","0","","Lab","F","1330-1720","FORBES 1015","Knies, J","4","Open",
"7539","ENVS 550","1","Global Change","3","","Lec","W","1800-2050","FORBES 1039","Whiting, G","1","Open",
"7535","ENVS 555","1","GIS and Spatial Analysis Techn","4","","Lec","T","1800-2050","FORBES 2070D","Whiting, G","0","Closed",
"7536","ENVS 555L","1","GIS and Spatial Analysis Techn","0","","Lab","S","0800-1145","FORBES 1039","Whiting, G","0","Closed",
"7537","ENVS 689","1","Project Research for Non-Thesi","1 - 3","","Ind","","","ARR ","Atkinson, R","26","Open",
"7538","ENVS 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Atkinson, R","18","Open",
"7627","EVST 220","1","Intro to Environmental Studies","3","","Lec","MWF","1500-1550","MCM 262","Kirkpatrick, A","0","Closed",
"7498","FINC 300","1","Managerial Finance","3","","Lec","MW","1600-1715","LUTR 123","Staff","0","Closed",
"7499","FINC 300","2","Managerial Finance","3","","Lec","MWF","0800-0850","MCM 112","Staff","1","Open",
"7500","FINC 324","1","Principles of Investment","3","","Lec","MWF","1000-1050","LUTR 137","Rahim, N","0","Closed",
"7502","FINC 325","1","Mgmt of Financial Institutions","3","","Lec","MWF","1300-1350","LUTR 123","Qin, N","0","Closed",
"7503","FINC 424","1","Portfolio Management","3","","Lec","MWF","0900-0950","MCM 112","Staff","0","Closed",
"7504","FINC 428","W1","WI:Financial Policy &amp; Strategy","3","  WI","Lec","TR","0930-1045","LUTR 123","Hall, T","6","Open",
"7505","FINC 428","W2","WI:Financial Policy &amp; Strategy","3","  WI","Lec","TR","1500-1615","LUTR 109","Hall, T","7","Open",
"7507","FINC 454","1","Study Abroad in Finance","3","","Lec","","","ARR ","Staff","0","Closed",
"7508","FINC 480","1","Internship in Finance","3","","Int","","","ARR ","Staff","0","Closed",
"7506","FINC 499","1","Independent Study","1 - 3","","Ind","","","ARR ","Staff","0","Closed",
"8273","FLUT 132","1","Applied Music: Flute","1","","Lab","","","ARR ","Kim, B","0","Closed",
"8274","FLUT 434","1","Applied Music: Flute","2","","Lab","","","ARR ","Kim, B","0","Closed",
"7081","FNAR 117","1","3D Design","3","","Lab","TR","1030-1250","FERG A192","Henry, G","0","Closed",
"7082","FNAR 117","2","3D Design","3","","Lab","TR","0800-1020","FERG A192","Davis, J","1","Open",
"7083","FNAR 118","1","2D Design","3","","Lab","TR","1030-1250","FERG T195","Davis, J","0","Closed",
"7084","FNAR 118","2","2D Design","3","","Lab","MW","0800-1020","FERG T195","Harris, C","0","Closed",
"7085","FNAR 121","1","Drawing I","3","","Lab","MW","1030-1250","FERG T195","Harris, C","0","Closed",
"7086","FNAR 128","1","Introduction to Digital Media","3","  AICE","Lab","MW","0800-1020","FERG A184","Skees, A","2","Open",
"7087","FNAR 130","1","Photography I","3","","Lab","MW","1030-1250","FERG T191","Mullally, S","0","Closed",
"7088","FNAR 201","1","World Art in Context I","3","  AICE","Lec","MWF","1100-1150","MCM 114","Motta, R","0","Closed",
"7089","FNAR 201","2","World Art in Context I","3","  AICE","Lec","MWF","1200-1250","MCM 114","Motta, R","0","Closed",
"7090","FNAR 202","1","World Arts in Context II","3","  AICE","Lec","TR","1100-1215","FERG 201","Moran, E","0","Closed",
"7091","FNAR 202","2","World Arts in Context II","3","  AICE","Lec","MWF","1100-1150","FERG 201","Richardson, M","0","Closed",
"7092","FNAR 202","3","World Arts in Context II","3","  AICE","Lec","MWF","1200-1250","FERG 201","Richardson, M","12","Open",
"7093","FNAR 202","4","World Arts in Context II","3","  AICE","Lec","MWF","1500-1550","FERG 201","Richardson, M","33","Open",
"7094","FNAR 205","1","Digital Photography","3","  AICE","Lab","TR","0800-1020","FERG A184","Skees, K","0","Closed",
"7095","FNAR 205","2","Digital Photography","3","  AICE","Lab","TR","1400-1620","FERG A184","Skees, K","0","Closed",
"7096","FNAR 205","3","Digital Photography","3","  AICE","Lab","MW","1400-1620","FERG A184","Skees, A","0","Closed",
"7097","FNAR 226","1","Mixed Media &amp; Func Art I","3","","Lab","TR","1800-2020","FERG T195","Bowen, M","0","Closed",
"7098","FNAR 230","1","Advanced Darkroom Photography","3","","Lab","MW","1400-1620","FERG T191","Mullally, S","9","Open",
"7099","FNAR 241","1","Ceramics I","3","  AICE","Lab","MW","1800-2020","FERG A195","Johnson, C","0","Closed",
"7100","FNAR 241","2","Ceramics I","3","  AICE","Lab","TR","1400-1620","FERG A195","Henry, G","0","Closed",
"7101","FNAR 252","1","Printmaking I","3","","Lab","TR","0800-1020","FERG T198","Henry, G","0","Closed",
"7102","FNAR 324","1","Advanced Painting","3","","Lab","MW","1400-1620","FERG T195","Harris, C","7","Open",
"7103","FNAR 326","1","Adv Mixed Media &amp; Func Art II","3","","Lab","TR","1800-2020","FERG T195","Bowen, M","5","Open",
"7104","FNAR 331","1","Advanced Digital Photography","3","  AICE","Lab","TR","1030-1250","FERG A184","Skees, K","0","Closed",
"7105","FNAR 341","1","Advanced Ceramics","3","","Lab","MW","1800-2020","FERG A195","Johnson, C","0","Closed",
"7106","FNAR 352","1","Advanced Printmaking","3","","Lab","TR","0800-1020","FERG T198","Henry, G","2","Open",
"7107","FNAR 380","1","Caribbean Art","3","  AICE","Lec","TR","1500-1615","FERG 201","Moran, E","0","Closed",
"7108","FNAR 381","1","African Art","3","  AICE","Lec","TR","1630-1745","FERG 201","Moran, E","1","Open",
"7109","FNAR 402","1","Advanced Studio Topics","3","","Lab","MW","1030-1250","FERG A184","Skees, A","0","Closed",
"7110","FNAR 403","1","WI:Adv Topics in Art History","3","  WI","Lec","TR","0930-1045","FERG 201","Erhardt, M","2","Open",
"7111","FNAR 490","W1","WI: Senior Seminar in Art Hist","3","  WI","Lec","MW","1600-1715","FERG 207","Richardson, M","11","Open",
"7112","FNAR 491","1","Practicum in Studio Art/Histor","1 - 6","","Pra","","","ARR ","Erhardt, M","0","Closed",
"8082","FNAR 589","1","Teaching Functional Arts","3","","Lec","","","ARR ","Bowen, M","10","Open",
"7245","FREN 102","1","Beginning French II","3","","Lec","MWF","0900-0950","MCM 216","Siewe Seuchie, P","0","Closed",
"7246","FREN 102","1","Beginning French II","3","","Lec","MWF","1100-1150","MCM 316","Siewe Seuchie, P","0","Closed",
"7247","FREN 200","1","Eff Comm in French","3","  LLF","Lec","MWF","0800-0850","MCM 316","Poosson, S","0","Closed",
"7248","FREN 200","2","Eff Comm in French","3","  LLF","Lec","MWF","1000-1050","MCM 112","Siewe Seuchie, P","0","Closed",
"7249","FREN 200","3","Eff Comm in French","3","  LLF","Lec","TR","0800-0915","MCM 316","Poosson, S","0","Closed",
"7250","FREN 202","1","Intermediate French II","3","  LLF","Lec","TR","1100-1215","MCM 362","Larson, S","0","Closed",
"7251","FREN 308","1","Conversation via Cinema","3","  LLF","Lec","TR","1630-1745","MCM 314","Mulryan, M","2","Open",
"7252","FREN 310","1","Practical French Phonetics","3","  LLF","Lec","TR","1330-1445","MCM 314","Mulryan, M","4","Open",
"7253","FREN 354","1","French Women Writers","3","  AIWT  LLF","Lec","TR","1500-1615","MCM 314","Larson, S","7","Open",
"8030","GEOG 201","1","Introduction to Geography I","3","","Lec","TR","1630-1745","MCM 210","Crippen, G","0","Closed",
"8031","GEOG 201","2","Introduction to Geography I","3","","Lec","TR","1800-1915","MCM 210","Crippen, G","1","Open",
"8032","GEOG 202","1","Introduction to Geography II","3","","Lec","MWF","0800-0850","LUTR 109","Finn, J","0","Closed",
"8033","GEOG 202","2","Introduction to Geography II","3","","Lec","MWF","1500-1550","LUTR 109","Finn, J","0","Closed",
"7254","GERM 102","1","Beginning German II","3","","Lec","MWF","1200-1250","MCM 316","Greene, S","0","Closed",
"7255","GERM 102","2","Beginning German II","3","","Lec","MWF","1400-1450","MCM 314","Greene, S","1","Open",
"7256","GERM 102","3","Beginning German II","3","","Lec","MWF","1500-1550","MCM 314","Greene, S","2","Open",
"7257","GERM 202","1","Intermediate German II","3","  LLF","Lec","MWF","1000-1050","MCM 357","Ostrau, N","0","Closed",
"7258","GERM 202","2","Intermediate German II","3","  LLF","Lec","MWF","1100-1150","MCM 357","Ostrau, N","0","Closed",
"7260","GERM 314","1","Business German","3","  LLF","Lec","MWF","0900-0950","MCM 357","Greene, S","2","Open",
"7583","GOVT 100","1","Political Thought and Society","3","","Lec","MWF","0900-0950","MCM 210","Hadley, T","7","Open",
"7584","GOVT 100","2","Political Thought and Society","3","","Lec","MWF","1200-1250","MCM 312","Hadley, T","1","Open",
"7585","GOVT 100","3","Political Thought and Society","3","","Lec","TR","1330-1445","MCM 362","Mendham, M","0","Closed",
"7586","GOVT 100","4","Political Thought and Society","3","","Lec","TR","1500-1615","MCM 362","Mendham, M","5","Open",
"7587","GOVT 101","1","Power and Politics in America","3","  AIII","Lec","MWF","1100-1150","MCM 360","Greenlee, H","0","Closed",
"7588","GOVT 101","2","Power and Politics in America","3","  AIII","Lec","MWF","1400-1450","MCM 101","Camobreco, J","1","Open",
"7589","GOVT 101","3","Power and Politics in America","3","  AIII","Lec","MWF","1400-1450","MCM 310","Hadley, T","0","Closed",
"7590","GOVT 101","4","Power and Politics in America","3","  AIII","Lec","MWF","1500-1550","MCM 310","Hadley, T","0","Closed",
"7591","GOVT 101","5","Power and Politics in America","3","  AIII","Lec","MW","1800-1915","MCM 112","Madison, E","1","Open",
"8344","GOVT 101","6","Power and Politics in America","3","  AIII","Lec","MW","1930-2045","MCM 112","Madison, E","17","Open",
"8169","GOVT 101","7","Power and Politics in America","3","  AIII","Lec","TR","1500-1615","MCM 357","Hull, J","0","Closed",
"7593","GOVT 202","1","State and Local Government","3","","Lec","M","1930-2230","MCM 310","Maddrea, B; Finch, J","0","Closed",
"7594","GOVT 215","1","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1000-1050","FERG 208","Kirkpatrick, A","0","Closed",
"7595","GOVT 215","2","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1200-1250","MCM 362","Busch, N","0","Closed",
"7596","GOVT 215","3","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1300-1350","MCM 362","Busch, N","3","Open",
"7597","GOVT 215","4","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1400-1450","MCM 262","Kirkpatrick, A","3","Open",
"7598","GOVT 215","5","Comprtv &amp; Intnl Politics","3","","Lec","TR","0930-1045","MCM 357","Caballero, S","0","Closed",
"7599","GOVT 215","6","Comprtv &amp; Intnl Politics","3","","Lec","TR","1100-1215","MCM 364","Shou, H","0","Closed",
"7600","GOVT 240","1","The Sprme Court in Amer Politi","3","  AIII","Lec","MW","1930-2045","MCM 312","Woolard, G","0","Closed",
"7602","GOVT 291","1","Community Service Internship","1 - 3","","Int","","","ARR ","Barnello, M","0","Closed",
"7603","GOVT 311","W1","WI: Comparative Politics","3","  WI","Lec","TR","0930-1045","TRIB 208","Rizova, T","0","Closed",
"7604","GOVT 311","W2","WI: Comparative Politics","3","  WI","Lec","TR","1100-1215","TRIB 208","Rizova, T","0","Closed",
"7605","GOVT 316","1","Constitutional Law","3","","Lec","MW","1800-1915","MCM 310","West, G","0","Closed",
"7606","GOVT 316","2","Constitutional Law","3","","Lec","TR","1800-1915","MCM 362","West, G","0","Closed",
"7607","GOVT 320","1","Religion &amp; Politics in the US","3","  AIII","Lec","MWF","1000-1050","MCM 362","Camobreco, J","0","Closed",
"7608","GOVT 320","2","Religion &amp; Politics in the US","3","  AIII","Lec","MWF","1100-1150","MCM 362","Camobreco, J","0","Closed",
"7609","GOVT 338","1","Polit of Weapons Proliferation","3","","Lec","MW","1600-1715","MCM 362","Busch, N","0","Closed",
"7610","GOVT 347","1","Justice, Politics, and Policy","3","","Lec","MWF","0900-0950","MCM 310","Carlson, P","0","Closed",
"8258","GOVT 347","2","Justice, Politics, and Policy","3","","Lec","MWF","1100-1150","MCM 312","Carlson, P","1","Open",
"7611","GOVT 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1330-1445","MCM 110","Shou, H","0","Closed",
"7612","GOVT 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1500-1615","MCM 110","Shou, H","7","Open",
"7613","GOVT 352","3","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1630-1745","MCM 110","Shelton, C","6","Open",
"7614","GOVT 357","1","Classical Political Thought","3","","Lec","TR","0930-1045","MCM 364","Mendham, M","0","Closed",
"7615","GOVT 363","1","The Judicial Process","3","","Lec","MWF","1000-1050","MCM 360","Greenlee, H","0","Closed",
"7616","GOVT 363","2","The Judicial Process","3","","Lec","MWF","1300-1350","MCM 210","Greenlee, H","0","Closed",
"7617","GOVT 371","W1","WI: Public Admin &amp; Policy","3","  WI","Lec","R","1800-2100","MCM 307","Gibson, P","0","Closed",
"7618","GOVT 380","1","Terrorism","3","  AIWT","Lec","TR","0930-1045","MCM 210","Shelton, C","0","Closed",
"7619","GOVT 380","2","Terrorism","3","  AIWT","Lec","TR","1500-1615","MCM 310","Shelton, C","0","Closed",
"8325","GOVT 380","3","Terrorism","3","  AIWT","Lec","W","1800-2100","MCM 260","Shelton, C","0","Closed",
"7620","GOVT 382","1","Women and Politics","3","  AIII","Lec","TR","1100-1215","MCM 164","Barnello, M","0","Closed",
"7621","GOVT 395","1","SP TPC: East Asian Politics","3","","Lec","W","1930-2230","MCM 360","Shou, H","4","Open",
"8170","GOVT 410","1","Ethnic Conflict &amp; Nationalism","3","","Lec","TR","1330-1445","TRIB 208","Kempin Reuter, T","0","Closed",
"7622","GOVT 490","W1","WI: Senior Seminar in Pol Sci","3","  WI","Lec","TR","1100-1215","MCM 300B","Kempin Reuter, T","0","Closed",
"7623","GOVT 490","W2","WI: Senior Seminar in Pol Sci","3","  WI","Lec","TR","1330-1445","MCM 300D","Barnello, M","0","Closed",
"7625","GOVT 491","1","Senior Practicum","3","","Pra","","","ARR ","Greenlee, H","16","Open",
"8364","GOVT 499","1","IND St:Youth and Violence","1 - 3","","Ind","","","ARR ","Rizova, T","0","Closed",
"7261","GREK 201","1","Intermediate Greek I","3","  LLF","Lec","MWF","1300-1350","MCM 357","Buszard, B","19","Open",
"8275","GUIT 132","1","Applied Music: Guitar","1","","Lab","","","ARR ","Boyles, J","0","Closed",
"8276","GUIT 234","1","Applied Music: Guitar","2","","Lab","","","ARR ","Boyles, J","0","Closed",
"7825","HIST 111","1","Ancient and Medieval World","3","  AIGM","Lec","MWF","0900-0950","MCM 260","Stokes, B","0","Closed",
"7826","HIST 111","2","Ancient and Medieval World","3","  AIGM","Lec","MWF","1000-1050","MCM 260","Staff","0","Closed",
"7827","HIST 111","3","Ancient and Medieval World","3","  AIGM","Lec","MWF","1500-1550","MCM 312","Sishagne, S","1","Open",
"7828","HIST 111","4","Ancient and Medieval World","3","  AIGM","Lec","TR","1500-1615","MCM 360","Santoro, A","0","Closed",
"7829","HIST 111","5","Ancient and Medieval World","3","  AIGM","Lec","TR","1630-1745","MCM 360","Santoro, A","4","Open",
"7830","HIST 112","1","The Modern World","3","  AIGM","Lec","TR","0800-0915","MCM 312","Stokes, B","0","Closed",
"8259","HIST 112","3","The Modern World","3","  AIGM","Lec","W","1800-2045","MCM 362","Duskin, E","16","Open",
"7833","HIST 112","4","The Modern World","3","  AIGM","Lec","TR","0930-1045","MCM 312","Staff","1","Open",
"7834","HIST 112","5","The Modern World","3","  AIGM","Lec","TR","1500-1615","MCM 262","Phillips, R","1","Open",
"7835","HIST 112","6","The Modern World","3","  AIGM","Lec","TR","1630-1745","MCM 262","Phillips, R","6","Open",
"7836","HIST 121","1","Early America to the Civil War","3","  AIWT","Lec","MWF","0800-0850","MCM 362","Staff","0","Closed",
"7837","HIST 121","2","Early America to the Civil War","3","  AIWT","Lec","MWF","1000-1050","MCM 162","Shuck-Hall, S","0","Closed",
"7838","HIST 121","3","Early America to the Civil War","3","  AIWT","Lec","MW","1600-1715","MCM 360","Perry, M","0","Closed",
"7839","HIST 121","4","Early America to the Civil War","3","  AIWT","Lec","TR","1100-1215","MCM 260","Perry, M","0","Closed",
"7840","HIST 121","5","Early America to the Civil War","3","  AIWT","Lec","TR","1330-1445","MCM 312","White, H","0","Closed",
"7841","HIST 121","6","Early America to the Civil War","3","  AIWT","Lec","TR","1500-1615","MCM 312","White, H","1","Open",
"7842","HIST 122","1","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","0900-0950","MCM 262","Staff","1","Open",
"7843","HIST 122","2","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1200-1250","MCM 262","Sellars, N","0","Closed",
"7844","HIST 122","3","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1200-1250","MCM 216","Allison, J","0","Closed",
"7845","HIST 122","4","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1300-1350","MCM 216","Allison, J","1","Open",
"7846","HIST 122","5","Mod Amer: Rcnst to Globl Power","3","  AIWT","Lec","MWF","1400-1450","MCM 216","Allison, J","12","Open",
"7847","HIST 200","1","Hist Inq: Amer. Comic Books","3","","Lec","MWF","1100-1150","MCM 212","Puaca, B","0","Closed",
"7848","HIST 200","2","Hist Inq: Amer. Comic Books","3","","Lec","MWF","1200-1250","MCM 212","Puaca, B","0","Closed",
"7849","HIST 200","3","Hist Inq:Greek &amp; Roman Warfare","3","","Lec","TR","0930-1045","MCM 262","Hyland, J","0","Closed",
"7850","HIST 200","4","Hist Inq:Greek &amp; Roman Warfare","3","","Lec","TR","1100-1215","MCM 262","Hyland, J","1","Open",
"7851","HIST 302","1","The Roman Republic","3","","Lec","MW","1600-1715","MCM 312","Hyland, J","0","Closed",
"7854","HIST 320","1","Imperial Russian History","3","","Lec","TR","1630-1745","MCM 310","Duskin, E","0","Closed",
"7855","HIST 329","1","Modern France","3","","Lec","MW","1600-1715","MCM 310","Puaca, B","1","Open",
"7856","HIST 336","1","American Foreign Relations","3","","Lec","MWF","1000-1050","MCM 262","Falk, A","1","Open",
"8284","HIST 336","2","American Foreign Relations","3","","Lec","MWF","1100-1150","MCM 262","Falk, A","11","Open",
"7857","HIST 347","1","Atlntc Wrld Encountr 1400-1700","3","","Lec","TR","1330-1445","MCM 360","Connell, W","0","Closed",
"8217","HIST 348","1","Intro-Historical Archaeology","3","","Lec","F","1400-1800","MCM 300D","Outlaw, A","0","Closed",
"7858","HIST 352","1","Colonial North America to 1700","3","","Lec","MWF","1100-1150","MCM 162","Shuck-Hall, S","0","Closed",
"7859","HIST 358","1","Twentieth Century Am,1961-now","3","","Lec","MWF","1500-1550","MCM 216","Sellars, N","7","Open",
"7860","HIST 372","1","History of Virginia","3","","Lec","MWF","0900-0950","MCM 212","Hamilton, P","0","Closed",
"7861","HIST 390","W1","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","MWF","1400-1450","MCM 300B","Sishagne, S","7","Open",
"7862","HIST 390","W2","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1330-1445","MCM 300B","Woodworth, D","0","Closed",
"7863","HIST 390","W3","WI: Hist Mthd &amp; Historiography","3","  WI","Lec","TR","1630-1745","MCM 300B","Woodworth, D","0","Closed",
"7864","HIST 395","1","SP TPC: Global Environ History","3","","Lec","MWF","1000-1050","MCM 210","Allison, J","7","Open",
"7865","HIST 395","2","SP TPC: Comparative Slavery","3","","Lec","TR","0930-1045","MCM 260","Perry, M","12","Open",
"7866","HIST 395","3","SP TPC: Urban History","3","","Lec","TR","1100-1215","MCM 360","Woodworth, D","16","Open",
"7867","HIST 415","1","The Byzantine Empire","3","","Lec","W","1800-2100","MCM 101","Santoro, A","7","Open",
"7868","HIST 446","1","The Rise of Jacksonian America","3","","Lec","MWF","1000-1050","MCM 366","Hamilton, P","0","Closed",
"7869","HIST 473","1","Themes/Contem African History","3","","Lec","MWF","1200-1250","MCM 110","Sishagne, S","0","Closed",
"7870","HIST 490","W1","WI: Senior Seminar","3","  WI","Lec","M","1800-2045","MCM 300D","Duskin, E","0","Closed",
"7871","HIST 490","W2","WI: Senior Seminar","3","  WI","Lec","",""," ","","0","Closed",
"7872","HIST 490","W3","WI: Senior Seminar","3","  WI","Lec","W","1930-2215","MCM 307","Hamilton, P","0","Closed",
"7873","HIST 491","1","Practicum","3","","Int","MWF","0800-0850","MCM 357","Shuck-Hall, S","0","Closed",
